,Name,Sectors,Assets
87,XLU,"[{'realestate': 0}, {'consumer_cyclical': 0}, {'basic_materials': 0}, {'consumer_defensive': 0}, {'technology': 0}, {'communication_services': 0}, {'financial_services': 0}, {'utilities': 1}, {'industrials': 0}, {'energy': 0}, {'healthcare': 0}]",15862944768
88,SCHG,"[{'realestate': 0.015}, {'consumer_cyclical': 0.1179}, {'basic_materials': 0.0214}, {'consumer_defensive': 0.0235}, {'technology': 0.4139}, {'communication_services': 0.113400005}, {'financial_services': 0.0762}, {'utilities': 0}, {'industrials': 0.0365}, {'energy': 0.0178}, {'healthcare': 0.1607}]",15018388480
89,VTIP,"[{'realestate': 0}, {'consumer_cyclical': 0}, {'basic_materials': 0}, {'consumer_defensive': 0}, {'technology': 0}, {'communication_services': 0}, {'financial_services': 0}, {'utilities': 0}, {'industrials': 0}, {'energy': 0}, {'healthcare': 0}]",53402296320
90,SPDW,"[{'realestate': 0.0321}, {'consumer_cyclical': 0.10569999}, {'basic_materials': 0.083500005}, {'consumer_defensive': 0.082600005}, {'technology': 0.098400004}, {'communication_services': 0.048299998}, {'financial_services': 0.17709999}, {'utilities': 0.029000001}, {'industrials': 0.1545}, {'energy': 0.054}, {'healthcare': 0.106000006}]",15123300352
91,VMBS,"[{'realestate': 0}, {'consumer_cyclical': 0}, {'basic_materials': 0}, {'consumer_defensive': 0}, {'technology': 0}, {'communication_services': 0}, {'financial_services': 0}, {'utilities': 0}, {'industrials': 0}, {'energy': 0}, {'healthcare': 0}]",16507797504
92,SPYG,"[{'realestate': 0.0107}, {'consumer_cyclical': 0.0986}, {'basic_materials': 0.0242}, {'consumer_defensive': 0.0718}, {'technology': 0.3107}, {'communication_services': 0.0699}, {'financial_services': 0.075500004}, {'utilities': 0.0046}, {'industrials': 0.052399997}, {'energy': 0.081999995}, {'healthcare': 0.19790001}]",14600754176
93,SCHA,"[{'realestate': 0.0728}, {'consumer_cyclical': 0.1353}, {'basic_materials': 0.044699997}, {'consumer_defensive': 0.0399}, {'technology': 0.1449}, {'communication_services': 0.028099999}, {'financial_services': 0.1517}, {'utilities': 0.0183}, {'industrials': 0.16229999}, {'energy': 0.0563}, {'healthcare': 0.1368}]",14745118720
94,XLY,"[{'realestate': 0}, {'consumer_cyclical': 0.9424}, {'basic_materials': 0}, {'consumer_defensive': 0.0484}, {'technology': 0.0043}, {'communication_services': 0}, {'financial_services': 0}, {'utilities': 0}, {'industrials': 0.0043}, {'energy': 0}, {'healthcare': 0}]",14458390528
95,VXF,"[{'realestate': 0.072399996}, {'consumer_cyclical': 0.1165}, {'basic_materials': 0.0373}, {'consumer_defensive': 0.0297}, {'technology': 0.2019}, {'communication_services': 0.0381}, {'financial_services': 0.1457}, {'utilities': 0.0165}, {'industrials': 0.1389}, {'energy': 0.0456}, {'healthcare': 0.1287}]",87367950336
96,XLI,"[{'realestate': 0.0111}, {'consumer_cyclical': 0.0128999995}, {'basic_materials': 0}, {'consumer_defensive': 0}, {'technology': 0.013099999}, {'communication_services': 0}, {'financial_services': 0}, {'utilities': 0}, {'industrials': 0.9612}, {'energy': 0}, {'healthcare': 0}]",14101135360
97,PFF,"[{'realestate': 0}, {'consumer_cyclical': 0}, {'basic_materials': 0}, {'consumer_defensive': 0}, {'technology': 0}, {'communication_services': 0}, {'financial_services': 0}, {'utilities': 0.8181}, {'industrials': 0.0043}, {'energy': 0}, {'healthcare': 0}]",14210692096
98,VGIT,"[{'realestate': 0}, {'consumer_cyclical': 0}, {'basic_materials': 0}, {'consumer_defensive': 0}, {'technology': 0}, {'communication_services': 0}, {'financial_services': 0}, {'utilities': 0}, {'industrials': 0}, {'energy': 0}, {'healthcare': 0}]",18869477376
99,SCHP,"[{'realestate': 0}, {'consumer_cyclical': 0}, {'basic_materials': 0}, {'consumer_defensive': 0}, {'technology': 0}, {'communication_services': 0}, {'financial_services': 0}, {'utilities': 0}, {'industrials': 0}, {'energy': 0}, {'healthcare': 0}]",14026452992
